Time (Hour-Ending),ERCOT.WIND.GEN,"Total Wind Installed, MW","Wind Output, % of Installed",ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Installed"
09/28/2022 07:00:00,8650,35573,24.32,0,12396,0.00
09/28/2022 08:00:00,8233,35573,23.15,178,12396,1.44
09/28/2022 09:00:00,6998,35573,19.67,3540,12396,28.55
09/28/2022 10:00:00,3846,35573,10.81,8497,12396,68.54
09/28/2022 11:00:00,3986,35573,11.20,9728,12396,78.48
09/28/2022 12:00:00,5079,35573,14.28,9789,12396,78.97
09/28/2022 13:00:00,5437,35573,15.28,9841,12396,79.39
09/28/2022 14:00:00,5057,35573,14.22,9788,12396,78.96
09/28/2022 15:00:00,4461,35573,12.54,9841,12396,79.39
09/28/2022 16:00:00,4261,35573,11.98,9761,12396,78.74
09/28/2022 17:00:00,4491,35573,12.62,9630,12396,77.69
09/28/2022 18:00:00,4619,35573,12.98,8484,12396,68.44
09/28/2022 19:00:00,5022,35573,14.12,4038,12396,32.57
09/28/2022 20:00:00,5946,35573,16.71,248,12396,2.00
09/28/2022 21:00:00,7824,35573,21.99,1,12396,0.00
09/28/2022 22:00:00,9083,35573,25.53,0,12396,0.00
09/28/2022 23:00:00,10470,35573,29.43,0,12396,0.00
09/29/2022 00:00:00,11087,35573,31.17,0,12396,0.00
09/29/2022 01:00:00,11411,35616,32.04,0,12396,0.00
09/29/2022 02:00:00,11382,35616,31.96,0,12396,0.00
09/29/2022 03:00:00,10980,35616,30.83,0,12396,0.00
09/29/2022 04:00:00,10714,35616,30.08,0,12396,0.00
09/29/2022 05:00:00,10478,35616,29.42,0,12396,0.00
09/29/2022 06:00:00,10625,35616,29.83,0,12396,0.00
09/29/2022 07:00:00,9959,35616,27.96,0,12396,0.00
09/29/2022 08:00:00,9411,35616,26.42,164,12396,1.32
09/29/2022 09:00:00,7763,35616,21.80,3803,12396,30.68
09/29/2022 10:00:00,4445,35616,12.48,8778,12396,70.81
09/29/2022 11:00:00,4371,35616,12.27,9854,12396,79.50
09/29/2022 12:00:00,4048,35616,11.37,9983,12396,80.53
09/29/2022 13:00:00,3137,35616,8.81,9886,12396,79.75
09/29/2022 14:00:00,2248,35616,6.31,9788,12396,78.96
09/29/2022 15:00:00,2053,35616,5.76,9831,12396,79.30
09/29/2022 16:00:00,2170,35616,6.09,9873,12396,79.65
09/29/2022 17:00:00,2322,35616,6.52,9700,12396,78.25
09/29/2022 18:00:00,2709,35616,7.60,8341,12396,67.28
09/29/2022 19:00:00,3338,35616,9.37,3713,12396,29.95
09/29/2022 20:00:00,4196,35616,11.78,188,12396,1.52
09/29/2022 21:00:00,6901,35616,19.37,0,12396,0.00
09/29/2022 22:00:00,9336,35616,26.21,0,12396,0.00
09/29/2022 23:00:00,10668,35616,29.95,0,12396,0.00
09/30/2022 00:00:00,11820,35616,33.19,0,12396,0.00
09/30/2022 01:00:00,13168,35573,37.02,0,12396,0.00
09/30/2022 02:00:00,12861,35573,36.15,0,12396,0.00
09/30/2022 03:00:00,12389,35573,34.83,0,12396,0.00
09/30/2022 04:00:00,11672,35573,32.81,0,12396,0.00
09/30/2022 05:00:00,10813,35573,30.40,0,12396,0.00
09/30/2022 06:00:00,9863,35573,27.73,0,12396,0.00
09/30/2022 07:00:00,8633,35573,24.27,0,12396,0.00
09/30/2022 08:00:00,7399,35573,20.80,182,12396,1.47
09/30/2022 09:00:00,5785,35573,16.26,3913,12396,31.56
09/30/2022 10:00:00,3254,35573,9.15,8868,12396,71.54
09/30/2022 11:00:00,2351,35573,6.61,9781,12396,78.91
09/30/2022 12:00:00,2122,35573,5.97,9795,12396,79.02
09/30/2022 13:00:00,2165,35573,6.09,9831,12396,79.31
09/30/2022 14:00:00,2346,35573,6.59,9526,12396,76.84
09/30/2022 15:00:00,2810,35573,7.90,9494,12396,76.59
09/30/2022 16:00:00,3445,35573,9.68,9507,12396,76.69
09/30/2022 17:00:00,4658,35573,13.09,9544,12396,76.99
09/30/2022 18:00:00,5561,35573,15.63,8393,12396,67.71
09/30/2022 19:00:00,6822,35573,19.18,3855,12396,31.10
09/30/2022 20:00:00,7551,35573,21.23,168,12396,1.35
09/30/2022 21:00:00,10708,35573,30.10,0,12396,0.00
09/30/2022 22:00:00,14122,35573,39.70,0,12396,0.00
09/30/2022 23:00:00,15768,35573,44.33,0,12396,0.00
10/01/2022 00:00:00,16403,35573,46.11,0,12396,0.00
10/01/2022 01:00:00,15967,35573,44.89,0,12396,0.00
10/01/2022 02:00:00,14903,35573,41.90,0,12396,0.00
10/01/2022 03:00:00,13596,35573,38.22,0,12396,0.00
10/01/2022 04:00:00,12522,35573,35.20,0,12396,0.00
10/01/2022 05:00:00,11688,35573,32.86,0,12396,0.00
10/01/2022 06:00:00,10851,35573,30.50,0,12396,0.00
10/01/2022 07:00:00,9795,35573,27.53,0,12396,0.00
10/01/2022 08:00:00,8854,35573,24.89,193,12396,1.56
10/01/2022 09:00:00,7370,35573,20.72,3982,12396,32.12
10/01/2022 10:00:00,4150,35573,11.67,8884,12396,71.67
10/01/2022 11:00:00,3748,35573,10.54,10016,12396,80.80
10/01/2022 12:00:00,3102,35573,8.72,10039,12396,80.98
10/01/2022 13:00:00,2459,35573,6.91,9933,12396,80.13
10/01/2022 14:00:00,2862,35573,8.04,9887,12396,79.76
10/01/2022 15:00:00,3664,35573,10.30,9976,12396,80.48
10/01/2022 16:00:00,4319,35573,12.14,9932,12396,80.12
10/01/2022 17:00:00,4877,35573,13.71,9611,12396,77.53
10/01/2022 18:00:00,5666,35573,15.93,8135,12396,65.62
10/01/2022 19:00:00,6447,35573,18.12,3087,12396,24.91
10/01/2022 20:00:00,7706,35573,21.66,100,12396,0.80
10/01/2022 21:00:00,10658,35573,29.96,0,12396,0.00
10/01/2022 22:00:00,13315,35573,37.43,0,12396,0.00
10/01/2022 23:00:00,14299,35573,40.20,0,12396,0.00
10/02/2022 00:00:00,14207,35573,39.94,0,12396,0.00
10/02/2022 01:00:00,13429,35573,37.75,0,12396,0.00
10/02/2022 02:00:00,12352,35573,34.72,0,12396,0.00
10/02/2022 03:00:00,11105,35573,31.22,0,12396,0.00
10/02/2022 04:00:00,9728,35573,27.35,0,12396,0.00
10/02/2022 05:00:00,8122,35573,22.83,0,12396,0.00
10/02/2022 06:00:00,6480,35573,18.22,0,12396,0.00
10/02/2022 07:00:00,5411,35573,15.21,0,12396,0.00
10/02/2022 08:00:00,4550,35573,12.79,159,12396,1.29
10/02/2022 09:00:00,3699,35573,10.40,3568,12396,28.78
10/02/2022 10:00:00,1904,35573,5.35,8210,12396,66.23
10/02/2022 11:00:00,1961,35573,5.51,9255,12396,74.66
10/02/2022 12:00:00,1942,35573,5.46,9438,12396,76.14
10/02/2022 13:00:00,1354,35573,3.81,9402,12396,75.85
10/02/2022 14:00:00,1502,35573,4.22,9596,12396,77.41
10/02/2022 15:00:00,1780,35573,5.00,9338,12396,75.33
10/02/2022 16:00:00,2017,35573,5.67,9315,12396,75.14
10/02/2022 17:00:00,2324,35573,6.53,8657,12396,69.84
10/02/2022 18:00:00,2841,35573,7.99,7398,12396,59.68
10/02/2022 19:00:00,3590,35573,10.09,3372,12396,27.20
10/02/2022 20:00:00,5448,35573,15.31,159,12396,1.28
10/02/2022 21:00:00,8295,35573,23.32,0,12396,0.00
10/02/2022 22:00:00,10366,35573,29.14,0,12396,0.00
10/02/2022 23:00:00,11327,35573,31.84,0,12396,0.00
10/03/2022 00:00:00,11896,35573,33.44,0,12396,0.00
10/03/2022 01:00:00,11295,35573,31.75,0,12396,0.00
10/03/2022 02:00:00,10797,35573,30.35,0,12396,0.00
10/03/2022 03:00:00,9514,35573,26.74,0,12396,0.00
10/03/2022 04:00:00,7928,35573,22.29,0,12396,0.00
10/03/2022 05:00:00,6507,35573,18.29,0,12396,0.00
10/03/2022 06:00:00,5353,35573,15.05,0,12396,0.00
10/03/2022 07:00:00,4561,35573,12.82,0,12396,0.00
10/03/2022 08:00:00,4262,35573,11.98,157,12396,1.27
10/03/2022 09:00:00,4099,35573,11.52,2944,12396,23.75
10/03/2022 10:00:00,2408,35573,6.77,7148,12396,57.66
10/03/2022 11:00:00,2525,35573,7.10,8777,12396,70.80
10/03/2022 12:00:00,2669,35573,7.50,9517,12396,76.78
10/03/2022 13:00:00,2268,35573,6.38,9182,12396,74.07
10/03/2022 14:00:00,2157,35573,6.06,9298,12396,75.01
10/03/2022 15:00:00,2226,35573,6.26,9265,12396,74.74
10/03/2022 16:00:00,2532,35573,7.12,9276,12396,74.83
10/03/2022 17:00:00,2864,35573,8.05,8602,12396,69.39
10/03/2022 18:00:00,3259,35573,9.16,6692,12396,53.99
10/03/2022 19:00:00,3744,35573,10.52,2342,12396,18.90
10/03/2022 20:00:00,4968,35573,13.96,75,12396,0.60
10/03/2022 21:00:00,7100,35573,19.96,0,12396,0.00
10/03/2022 22:00:00,9231,35573,25.95,0,12396,0.00
10/03/2022 23:00:00,10771,35573,30.28,0,12396,0.00
10/04/2022 00:00:00,11747,35573,33.02,0,12396,0.00
10/04/2022 01:00:00,11719,35573,32.94,0,12396,0.00
10/04/2022 02:00:00,10668,35573,29.99,0,12396,0.00
10/04/2022 03:00:00,9764,35573,27.45,0,12396,0.00
10/04/2022 04:00:00,8742,35573,24.58,0,12396,0.00
10/04/2022 05:00:00,7327,35573,20.60,0,12396,0.00
10/04/2022 06:00:00,6782,35573,19.07,0,12396,0.00
10/04/2022 07:00:00,6194,35573,17.41,0,12396,0.00
10/04/2022 08:00:00,5985,35573,16.83,84,12396,0.68
10/04/2022 09:00:00,5354,35573,15.05,2498,12396,20.15
10/04/2022 10:00:00,3169,35573,8.91,6891,12396,55.59
10/04/2022 11:00:00,3649,35573,10.26,8352,12396,67.38
10/04/2022 12:00:00,5046,35573,14.19,8506,12396,68.62
10/04/2022 13:00:00,4115,35573,11.57,8757,12396,70.64
10/04/2022 14:00:00,3120,35573,8.77,8772,12396,70.77
10/04/2022 15:00:00,2706,35573,7.61,8877,12396,71.61
10/04/2022 16:00:00,2546,35573,7.16,8897,12396,71.77
10/04/2022 17:00:00,2491,35573,7.00,8310,12396,67.03
10/04/2022 18:00:00,2815,35573,7.91,6610,12396,53.33
10/04/2022 19:00:00,3667,35573,10.31,2258,12396,18.22
10/04/2022 20:00:00,5025,35573,14.12,35,12396,0.28
10/04/2022 21:00:00,7547,35573,21.21,0,12396,0.00
10/04/2022 22:00:00,10267,35573,28.86,0,12396,0.00
10/04/2022 23:00:00,12172,35573,34.22,0,12396,0.00
10/05/2022 00:00:00,12780,35573,35.93,0,12396,0.00
10/05/2022 01:00:00,12819,35483,36.13,0,12396,0.00
10/05/2022 02:00:00,12398,35483,34.94,0,12396,0.00
10/05/2022 03:00:00,11047,35483,31.13,0,12396,0.00
10/05/2022 04:00:00,9182,35483,25.88,0,12396,0.00
10/05/2022 05:00:00,7646,35483,21.55,0,12396,0.00
10/05/2022 06:00:00,6457,35483,18.20,0,12396,0.00
10/05/2022 07:00:00,5388,35483,15.18,0,12396,0.00
10/05/2022 08:00:00,4631,35483,13.05,135,12396,1.09
10/05/2022 09:00:00,3906,35483,11.01,2972,12396,23.97
10/05/2022 10:00:00,2490,35483,7.02,6284,12396,50.69
10/05/2022 11:00:00,2588,35483,7.29,8153,12396,65.77
10/05/2022 12:00:00,2000,35483,5.64,9054,12396,73.04
10/05/2022 13:00:00,1660,35483,4.68,9014,12396,72.72
10/05/2022 14:00:00,1695,35483,4.78,8506,12396,68.62
10/05/2022 15:00:00,2139,35483,6.03,8174,12396,65.94
10/05/2022 16:00:00,2930,35483,8.26,7632,12396,61.57
10/05/2022 17:00:00,3211,35483,9.05,7265,12396,58.61
10/05/2022 18:00:00,3683,35483,10.38,5511,12396,44.46
10/05/2022 19:00:00,5015,35483,14.13,1381,12396,11.14
10/05/2022 20:00:00,6046,35483,17.04,30,12396,0.24
10/05/2022 21:00:00,7266,35483,20.48,0,12396,0.00
10/05/2022 22:00:00,7539,35483,21.25,0,12396,0.00
10/05/2022 23:00:00,7200,35483,20.29,0,12396,0.00
10/06/2022 00:00:00,6084,35483,17.15,0,12396,0.00
10/06/2022 01:00:00,5420,35782,15.15,0,12396,0.00
10/06/2022 02:00:00,5121,35782,14.31,0,12396,0.00
10/06/2022 03:00:00,4584,35782,12.81,0,12396,0.00
10/06/2022 04:00:00,4055,35782,11.33,0,12396,0.00
10/06/2022 05:00:00,3504,35782,9.79,0,12396,0.00
10/06/2022 06:00:00,3289,35782,9.19,0,12396,0.00
10/06/2022 07:00:00,2603,35782,7.27,0,12396,0.00
10/06/2022 08:00:00,2134,35782,5.96,118,12396,0.95
10/06/2022 09:00:00,1941,35782,5.43,2720,12396,21.94
10/06/2022 10:00:00,1202,35782,3.36,6459,12396,52.11
10/06/2022 11:00:00,852,35782,2.38,7777,12396,62.74
10/06/2022 12:00:00,755,35782,2.11,7901,12396,63.74
10/06/2022 13:00:00,813,35782,2.27,8038,12396,64.84
10/06/2022 14:00:00,897,35782,2.51,8030,12396,64.78
10/06/2022 15:00:00,931,35782,2.60,7891,12396,63.66
10/06/2022 16:00:00,1234,35782,3.45,7454,12396,60.13
10/06/2022 17:00:00,1719,35782,4.80,6264,12396,50.54
10/06/2022 18:00:00,2466,35782,6.89,4781,12396,38.57
10/06/2022 19:00:00,2580,35782,7.21,1714,12396,13.83
10/06/2022 20:00:00,3245,35782,9.07,95,12396,0.76
10/06/2022 21:00:00,4058,35782,11.34,0,12396,0.00
10/06/2022 22:00:00,4835,35782,13.51,0,12396,0.00
10/06/2022 23:00:00,4927,35782,13.77,0,12396,0.00
10/07/2022 00:00:00,5144,35782,14.37,0,12396,0.00
10/07/2022 01:00:00,4985,35782,13.93,0,12396,0.00
10/07/2022 02:00:00,4796,35782,13.40,0,12396,0.00
10/07/2022 03:00:00,4880,35782,13.64,0,12396,0.00
10/07/2022 04:00:00,4438,35782,12.40,0,12396,0.00
10/07/2022 05:00:00,3722,35782,10.40,0,12396,0.00
10/07/2022 06:00:00,3338,35782,9.33,0,12396,0.00
10/07/2022 07:00:00,3268,35782,9.13,0,12396,0.00
10/07/2022 08:00:00,3554,35782,9.93,75,12396,0.60
10/07/2022 09:00:00,3671,35782,10.26,1425,12396,11.50
10/07/2022 10:00:00,2855,35782,7.98,3948,12396,31.85
10/07/2022 11:00:00,3019,35782,8.44,5535,12396,44.66
10/07/2022 12:00:00,3309,35782,9.25,6980,12396,56.31
10/07/2022 13:00:00,3787,35782,10.58,7082,12396,57.13
10/07/2022 14:00:00,4564,35782,12.76,6749,12396,54.44
10/07/2022 15:00:00,5537,35782,15.47,5820,12396,46.95
10/07/2022 16:00:00,6874,35782,19.21,4472,12396,36.07
10/07/2022 17:00:00,8885,35782,24.83,3709,12396,29.92
10/07/2022 18:00:00,9236,35782,25.81,2639,12396,21.29
10/07/2022 19:00:00,9749,35782,27.25,777,12396,6.27
10/07/2022 20:00:00,9759,35782,27.27,20,12396,0.16
10/07/2022 21:00:00,10056,35782,28.10,0,12396,0.00
10/07/2022 22:00:00,9269,35782,25.90,0,12396,0.00
10/07/2022 23:00:00,8332,35782,23.29,0,12396,0.00
10/08/2022 00:00:00,7657,35782,21.40,0,12396,0.00
10/08/2022 01:00:00,6898,35782,19.28,0,12396,0.00
10/08/2022 02:00:00,6659,35782,18.61,0,12396,0.00
10/08/2022 03:00:00,6899,35782,19.28,0,12396,0.00
10/08/2022 04:00:00,7147,35782,19.97,0,12396,0.00
10/08/2022 05:00:00,7858,35782,21.96,0,12396,0.00
10/08/2022 06:00:00,8287,35782,23.16,0,12396,0.00
10/08/2022 07:00:00,8326,35782,23.27,0,12396,0.00
10/08/2022 08:00:00,8613,35782,24.07,52,12396,0.42
10/08/2022 09:00:00,7951,35782,22.22,1861,12396,15.01
10/08/2022 10:00:00,6307,35782,17.63,5240,12396,42.27
10/08/2022 11:00:00,5137,35782,14.36,6134,12396,49.48
10/08/2022 12:00:00,4119,35782,11.51,6866,12396,55.38
10/08/2022 13:00:00,3664,35782,10.24,7323,12396,59.08
10/08/2022 14:00:00,3539,35782,9.89,7102,12396,57.29
10/08/2022 15:00:00,3273,35782,9.15,6911,12396,55.75
10/08/2022 16:00:00,3182,35782,8.89,6305,12396,50.87
10/08/2022 17:00:00,3536,35782,9.88,4534,12396,36.58
10/08/2022 18:00:00,4061,35782,11.35,2958,12396,23.87
10/08/2022 19:00:00,4595,35782,12.84,866,12396,6.98
10/08/2022 20:00:00,5216,35782,14.58,9,12396,0.07
10/08/2022 21:00:00,6049,35782,16.90,2,12396,0.02
10/08/2022 22:00:00,6185,35782,17.29,2,12396,0.02
10/08/2022 23:00:00,5909,35782,16.51,1,12396,0.01
10/09/2022 00:00:00,4992,35782,13.95,0,12396,0.00
10/09/2022 01:00:00,4586,35782,12.82,0,12396,0.00
10/09/2022 02:00:00,3855,35782,10.77,0,12396,0.00
10/09/2022 03:00:00,3358,35782,9.38,0,12396,0.00
10/09/2022 04:00:00,3167,35782,8.85,0,12396,0.00
10/09/2022 05:00:00,2964,35782,8.28,0,12396,0.00
10/09/2022 06:00:00,2985,35782,8.34,0,12396,0.00
10/09/2022 07:00:00,2892,35782,8.08,0,12396,0.00
10/09/2022 08:00:00,3286,35782,9.18,58,12396,0.47
10/09/2022 09:00:00,3159,35782,8.83,1700,12396,13.71
10/09/2022 10:00:00,1950,35782,5.45,4284,12396,34.56
10/09/2022 11:00:00,1828,35782,5.11,5927,12396,47.81
10/09/2022 12:00:00,2939,35782,8.21,6558,12396,52.90
10/09/2022 13:00:00,3976,35782,11.11,6741,12396,54.38
10/09/2022 14:00:00,4319,35782,12.07,6711,12396,54.14
10/09/2022 15:00:00,4258,35782,11.90,6566,12396,52.97
10/09/2022 16:00:00,4079,35782,11.40,6455,12396,52.07
10/09/2022 17:00:00,4524,35782,12.64,4653,12396,37.54
10/09/2022 18:00:00,5134,35782,14.35,3074,12396,24.80
10/09/2022 19:00:00,5555,35782,15.52,1070,12396,8.63
10/09/2022 20:00:00,5430,35782,15.17,17,12396,0.14
10/09/2022 21:00:00,6864,35782,19.18,0,12396,0.00
10/09/2022 22:00:00,7897,35782,22.07,0,12396,0.00
10/09/2022 23:00:00,8494,35782,23.74,0,12396,0.00
10/10/2022 00:00:00,8344,35782,23.32,0,12396,0.00
10/10/2022 01:00:00,7765,35782,21.70,0,12396,0.00
10/10/2022 02:00:00,8360,35782,23.36,0,12396,0.00
10/10/2022 03:00:00,8440,35782,23.59,0,12396,0.00
10/10/2022 04:00:00,8292,35782,23.17,0,12396,0.00
10/10/2022 05:00:00,7664,35782,21.42,0,12396,0.00
10/10/2022 06:00:00,7737,35782,21.62,0,12396,0.00
10/10/2022 07:00:00,7397,35782,20.67,0,12396,0.00
10/10/2022 08:00:00,6885,35782,19.24,77,12396,0.62
10/10/2022 09:00:00,6506,35782,18.18,1706,12396,13.76
10/10/2022 10:00:00,4781,35782,13.36,3957,12396,31.92
10/10/2022 11:00:00,5975,35782,16.70,5584,12396,45.04
10/10/2022 12:00:00,6951,35782,19.43,6325,12396,51.03
10/10/2022 13:00:00,7141,35782,19.96,6986,12396,56.36
10/10/2022 14:00:00,7613,35782,21.28,7117,12396,57.41
10/10/2022 15:00:00,7000,35782,19.56,6887,12396,55.56
10/10/2022 16:00:00,7709,35782,21.54,6701,12396,54.06
10/10/2022 17:00:00,8660,35782,24.20,6370,12396,51.39
10/10/2022 18:00:00,8672,35782,24.24,4110,12396,33.16
10/10/2022 19:00:00,9126,35782,25.50,1059,12396,8.54
10/10/2022 20:00:00,9240,35782,25.82,44,12396,0.36
10/10/2022 21:00:00,9939,35782,27.78,0,12396,0.00
10/10/2022 22:00:00,10552,35782,29.49,0,12396,0.00
10/10/2022 23:00:00,11643,35782,32.54,0,12396,0.00
10/11/2022 00:00:00,12076,35782,33.75,0,12396,0.00
10/11/2022 01:00:00,12178,35782,34.03,0,12396,0.00
10/11/2022 02:00:00,11794,35782,32.96,0,12396,0.00
10/11/2022 03:00:00,11311,35782,31.61,0,12396,0.00
10/11/2022 04:00:00,10974,35782,30.67,0,12396,0.00
10/11/2022 05:00:00,11212,35782,31.33,0,12396,0.00
10/11/2022 06:00:00,11883,35782,33.21,0,12396,0.00
10/11/2022 07:00:00,13465,35782,37.63,0,12396,0.00
10/11/2022 08:00:00,13937,35782,38.95,66,12396,0.53
10/11/2022 09:00:00,12934,35782,36.15,2157,12396,17.40
10/11/2022 10:00:00,11114,35782,31.06,5799,12396,46.78
10/11/2022 11:00:00,13035,35782,36.43,7340,12396,59.21
10/11/2022 12:00:00,14953,35782,41.79,6967,12396,56.21
10/11/2022 13:00:00,15322,35782,42.82,6813,12396,54.96
10/11/2022 14:00:00,15677,35782,43.81,6590,12396,53.16
10/11/2022 15:00:00,15586,35782,43.56,6820,12396,55.01
10/11/2022 16:00:00,15221,35782,42.54,7248,12396,58.47
10/11/2022 17:00:00,15203,35782,42.49,7107,12396,57.33
10/11/2022 18:00:00,15163,35782,42.38,6074,12396,49.00
10/11/2022 19:00:00,14544,35782,40.65,2266,12396,18.28
10/11/2022 20:00:00,14074,35782,39.33,35,12396,0.28
10/11/2022 21:00:00,17134,35782,47.88,0,12396,0.00
10/11/2022 22:00:00,19316,35782,53.98,0,12396,0.00
10/11/2022 23:00:00,20153,35782,56.32,0,12396,0.00
10/12/2022 00:00:00,19819,35782,55.39,0,12396,0.00
10/12/2022 01:00:00,19301,35853,53.83,0,12396,0.00
10/12/2022 02:00:00,18565,35853,51.78,0,12396,0.00
10/12/2022 03:00:00,17851,35853,49.79,0,12396,0.00
10/12/2022 04:00:00,17481,35853,48.76,0,12396,0.00
10/12/2022 05:00:00,17342,35853,48.37,0,12396,0.00
10/12/2022 06:00:00,17347,35853,48.38,0,12396,0.00
10/12/2022 07:00:00,17104,35853,47.71,0,12396,0.00
10/12/2022 08:00:00,16295,35853,45.45,54,12396,0.44
10/12/2022 09:00:00,14079,35853,39.27,2758,12396,22.25
10/12/2022 10:00:00,11047,35853,30.81,7605,12396,61.35
10/12/2022 11:00:00,10640,35853,29.68,8909,12396,71.87
10/12/2022 12:00:00,8942,35853,24.94,9029,12396,72.84
10/12/2022 13:00:00,7372,35853,20.56,9057,12396,73.06
10/12/2022 14:00:00,5981,35853,16.68,8838,12396,71.30
10/12/2022 15:00:00,5492,35853,15.32,8794,12396,70.94
10/12/2022 16:00:00,5443,35853,15.18,8850,12396,71.39
10/12/2022 17:00:00,5306,35853,14.80,8602,12396,69.40
10/12/2022 18:00:00,5242,35853,14.62,7099,12396,57.27
10/12/2022 19:00:00,4865,35853,13.57,2424,12396,19.56
10/12/2022 20:00:00,5171,35853,14.42,38,12396,0.30
10/12/2022 21:00:00,6867,35853,19.15,0,12396,0.00
10/12/2022 22:00:00,7972,35853,22.23,0,12396,0.00
10/12/2022 23:00:00,8468,35853,23.62,0,12396,0.00
10/13/2022 00:00:00,8779,35853,24.49,0,12396,0.00
10/13/2022 01:00:00,8518,35853,23.76,0,12396,0.00
10/13/2022 02:00:00,8531,35853,23.79,0,12396,0.00
10/13/2022 03:00:00,8513,35853,23.74,0,12396,0.00
10/13/2022 04:00:00,9050,35853,25.24,0,12396,0.00
10/13/2022 05:00:00,9006,35853,25.12,0,12396,0.00
10/13/2022 06:00:00,8919,35853,24.88,0,12396,0.00
10/13/2022 07:00:00,8759,35853,24.43,0,12396,0.00
10/13/2022 08:00:00,8300,35853,23.15,54,12396,0.43
10/13/2022 09:00:00,7028,35853,19.60,2615,12396,21.10
10/13/2022 10:00:00,4580,35853,12.78,7414,12396,59.81
10/13/2022 11:00:00,3959,35853,11.04,8408,12396,67.83
10/13/2022 12:00:00,3367,35853,9.39,8320,12396,67.11
10/13/2022 13:00:00,2484,35853,6.93,8679,12396,70.02
10/13/2022 14:00:00,1905,35853,5.31,8746,12396,70.55
10/13/2022 15:00:00,1571,35853,4.38,8613,12396,69.48
10/13/2022 16:00:00,2525,35853,7.04,8321,12396,67.13
10/13/2022 17:00:00,3036,35853,8.47,7640,12396,61.63
10/13/2022 18:00:00,2620,35853,7.31,5979,12396,48.23
10/13/2022 19:00:00,2225,35853,6.21,1803,12396,14.54
10/13/2022 20:00:00,2926,35853,8.16,20,12396,0.16
10/13/2022 21:00:00,4381,35853,12.22,2,12396,0.02
10/13/2022 22:00:00,5015,35853,13.99,2,12396,0.02
10/13/2022 23:00:00,5507,35853,15.36,2,12396,0.02
10/14/2022 00:00:00,5858,35853,16.34,2,12396,0.02
10/14/2022 01:00:00,6158,35853,17.18,2,12396,0.02
10/14/2022 02:00:00,6445,35853,17.98,2,12396,0.02
10/14/2022 03:00:00,6658,35853,18.57,2,12396,0.02
10/14/2022 04:00:00,6633,35853,18.50,2,12396,0.02
10/14/2022 05:00:00,6938,35853,19.35,2,12396,0.02
10/14/2022 06:00:00,7298,35853,20.35,2,12396,0.02
10/14/2022 07:00:00,7538,35853,21.02,2,12396,0.02
10/14/2022 08:00:00,8273,35853,23.07,66,12396,0.53
10/14/2022 09:00:00,9397,35853,26.21,2733,12396,22.05
10/14/2022 10:00:00,7734,35853,21.57,7796,12396,62.89
10/14/2022 11:00:00,8017,35853,22.36,9270,12396,74.78
10/14/2022 12:00:00,10303,35853,28.74,9322,12396,75.20
10/14/2022 13:00:00,10773,35853,30.05,9185,12396,74.10
10/14/2022 14:00:00,10764,35853,30.02,9095,12396,73.37
10/14/2022 15:00:00,10209,35853,28.48,8868,12396,71.54
10/14/2022 16:00:00,10451,35853,29.15,8437,12396,68.06
10/14/2022 17:00:00,11627,35853,32.43,7328,12396,59.12
10/14/2022 18:00:00,12730,35853,35.51,4396,12396,35.46
10/14/2022 19:00:00,11102,35853,30.96,864,12396,6.97
10/14/2022 20:00:00,11398,35853,31.79,5,12396,0.04
10/14/2022 21:00:00,13984,35853,39.00,0,12396,0.00
10/14/2022 22:00:00,15873,35853,44.27,0,12396,0.00
10/14/2022 23:00:00,17082,35853,47.64,0,12396,0.00
10/15/2022 00:00:00,18272,35853,50.96,0,12396,0.00
10/15/2022 01:00:00,19384,35853,54.06,0,12396,0.00
10/15/2022 02:00:00,19425,35853,54.18,0,12396,0.00
10/15/2022 03:00:00,19122,35853,53.33,0,12396,0.00
10/15/2022 04:00:00,18295,35853,51.03,0,12396,0.00
10/15/2022 05:00:00,18098,35853,50.48,0,12396,0.00
10/15/2022 06:00:00,17415,35853,48.57,0,12396,0.00
10/15/2022 07:00:00,16394,35853,45.72,0,12396,0.00
10/15/2022 08:00:00,15555,35853,43.38,54,12396,0.43
10/15/2022 09:00:00,14036,35853,39.15,1812,12396,14.62
10/15/2022 10:00:00,12496,35853,34.85,5296,12396,42.72
10/15/2022 11:00:00,13662,35853,38.11,7390,12396,59.62
10/15/2022 12:00:00,13847,35853,38.62,8381,12396,67.61
10/15/2022 13:00:00,12035,35853,33.57,8409,12396,67.84
10/15/2022 14:00:00,10588,35853,29.53,8416,12396,67.89
10/15/2022 15:00:00,10022,35853,27.95,8504,12396,68.61
10/15/2022 16:00:00,9940,35853,27.72,8392,12396,67.70
10/15/2022 17:00:00,10506,35853,29.30,7909,12396,63.80
10/15/2022 18:00:00,10758,35853,30.01,6110,12396,49.29
10/15/2022 19:00:00,10451,35853,29.15,1364,12396,11.00
10/15/2022 20:00:00,11283,35853,31.47,72,12396,0.58
10/15/2022 21:00:00,15251,35853,42.54,12,12396,0.09
10/15/2022 22:00:00,18777,35853,52.37,0,12396,0.00
10/15/2022 23:00:00,19695,35853,54.93,0,12396,0.00
10/16/2022 00:00:00,20058,35853,55.94,0,12396,0.00
10/16/2022 01:00:00,19051,35853,53.14,0,12396,0.00
10/16/2022 02:00:00,18121,35853,50.54,0,12396,0.00
