Time (Hour-Ending),ERCOT.WIND.GEN,"Total Wind Installed, MW","Wind Output, % of Installed",ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Installed"
01/01/2022 01:00:00,12067,34173,35.31,0,9323,0.00
01/01/2022 02:00:00,12884,34173,37.70,0,9323,0.00
01/01/2022 03:00:00,14367,34173,42.04,0,9323,0.00
01/01/2022 04:00:00,16463,34173,48.18,0,9323,0.00
01/01/2022 05:00:00,18338,34173,53.66,0,9323,0.00
01/01/2022 06:00:00,18163,34173,53.15,0,9323,0.00
01/01/2022 07:00:00,18539,34173,54.25,0,9323,0.00
01/01/2022 08:00:00,18307,34173,53.57,7,9323,0.08
01/01/2022 09:00:00,17300,34173,50.62,1344,9323,14.42
01/01/2022 10:00:00,16916,34173,49.50,3459,9323,37.10
01/01/2022 11:00:00,17691,34173,51.77,3243,9323,34.79
01/01/2022 12:00:00,17782,34173,52.03,2691,9323,28.87
01/01/2022 13:00:00,16340,34173,47.81,3590,9323,38.51
01/01/2022 14:00:00,14858,34173,43.48,4742,9323,50.86
01/01/2022 15:00:00,14037,34173,41.08,5070,9323,54.39
01/01/2022 16:00:00,14345,34173,41.98,4632,9323,49.68
01/01/2022 17:00:00,16891,34173,49.43,2013,9323,21.59
01/01/2022 18:00:00,18794,34173,55.00,232,9323,2.49
01/01/2022 19:00:00,19858,34173,58.11,0,9323,0.00
01/01/2022 20:00:00,20443,34173,59.82,0,9323,0.00
01/01/2022 21:00:00,20859,34173,61.04,0,9323,0.00
01/01/2022 22:00:00,21379,34173,62.56,0,9323,0.00
01/01/2022 23:00:00,21761,34173,63.68,0,9323,0.00
01/02/2022 00:00:00,21549,34173,63.06,0,9323,0.00
01/02/2022 01:00:00,20688,34173,60.54,0,9323,0.00
01/02/2022 02:00:00,19945,34173,58.37,0,9323,0.00
01/02/2022 03:00:00,19967,34173,58.43,0,9323,0.00
01/02/2022 04:00:00,20257,34173,59.28,0,9323,0.00
01/02/2022 05:00:00,20746,34173,60.71,0,9323,0.00
01/02/2022 06:00:00,20299,34173,59.40,0,9323,0.00
01/02/2022 07:00:00,19939,34173,58.35,0,9323,0.00
01/02/2022 08:00:00,19362,34173,56.66,17,9323,0.18
01/02/2022 09:00:00,17962,34173,52.56,1863,9323,19.98
01/02/2022 10:00:00,15776,34173,46.17,5495,9323,58.94
01/02/2022 11:00:00,13000,34173,38.04,6236,9323,66.89
01/02/2022 12:00:00,10892,34173,31.87,6052,9323,64.91
01/02/2022 13:00:00,10503,34173,30.73,6222,9323,66.74
01/02/2022 14:00:00,9621,34173,28.15,6476,9323,69.46
01/02/2022 15:00:00,8679,34173,25.40,6796,9323,72.89
01/02/2022 16:00:00,7611,34173,22.27,6831,9323,73.27
01/02/2022 17:00:00,6175,34173,18.07,5169,9323,55.44
01/02/2022 18:00:00,5080,34173,14.87,956,9323,10.25
01/02/2022 19:00:00,4875,34173,14.26,0,9323,0.00
01/02/2022 20:00:00,4815,34173,14.09,0,9323,0.00
01/02/2022 21:00:00,4928,34173,14.42,0,9323,0.00
01/02/2022 22:00:00,4976,34173,14.56,0,9323,0.00
01/02/2022 23:00:00,4909,34173,14.36,0,9323,0.00
01/03/2022 00:00:00,4851,34173,14.19,0,9323,0.00
01/03/2022 01:00:00,4907,34173,14.36,0,9323,0.00
01/03/2022 02:00:00,5009,34173,14.66,0,9323,0.00
01/03/2022 03:00:00,5128,34173,15.01,0,9323,0.00
01/03/2022 04:00:00,5293,34173,15.49,0,9323,0.00
01/03/2022 05:00:00,5672,34173,16.60,0,9323,0.00
01/03/2022 06:00:00,6329,34173,18.52,0,9323,0.00
01/03/2022 07:00:00,6560,34173,19.20,0,9323,0.00
01/03/2022 08:00:00,7029,34173,20.57,64,9323,0.69
01/03/2022 09:00:00,7639,34173,22.35,2570,9323,27.56
01/03/2022 10:00:00,5750,34173,16.83,6650,9323,71.33
01/03/2022 11:00:00,4225,34173,12.36,7084,9323,75.98
01/03/2022 12:00:00,5174,34173,15.14,6770,9323,72.61
01/03/2022 13:00:00,6505,34173,19.04,6567,9323,70.44
01/03/2022 14:00:00,7276,34173,21.29,6668,9323,71.52
01/03/2022 15:00:00,8050,34173,23.56,6978,9323,74.85
01/03/2022 16:00:00,9179,34173,26.86,6695,9323,71.81
01/03/2022 17:00:00,9580,34173,28.03,4142,9323,44.42
01/03/2022 18:00:00,9630,34173,28.18,569,9323,6.11
01/03/2022 19:00:00,13319,34173,38.98,0,9323,0.00
01/03/2022 20:00:00,17740,34173,51.91,0,9323,0.00
01/03/2022 21:00:00,20555,34173,60.15,0,9323,0.00
01/03/2022 22:00:00,20723,34173,60.64,0,9323,0.00
01/03/2022 23:00:00,20665,34173,60.47,0,9323,0.00
01/04/2022 00:00:00,20612,34173,60.32,0,9323,0.00
01/04/2022 01:00:00,20468,34173,59.89,0,9323,0.00
01/04/2022 02:00:00,20226,34173,59.19,0,9323,0.00
01/04/2022 03:00:00,19675,34173,57.57,0,9323,0.00
01/04/2022 04:00:00,19265,34173,56.38,0,9323,0.00
01/04/2022 05:00:00,19350,34173,56.62,0,9323,0.00
01/04/2022 06:00:00,19921,34173,58.30,0,9323,0.00
01/04/2022 07:00:00,19800,34173,57.94,0,9323,0.00
01/04/2022 08:00:00,19543,34173,57.19,50,9323,0.54
01/04/2022 09:00:00,18679,34173,54.66,1275,9323,13.68
01/04/2022 10:00:00,17128,34173,50.12,3248,9323,34.84
01/04/2022 11:00:00,16899,34173,49.45,3977,9323,42.65
01/04/2022 12:00:00,17998,34173,52.67,3868,9323,41.49
01/04/2022 13:00:00,18320,34173,53.61,3748,9323,40.21
01/04/2022 14:00:00,18105,34173,52.98,3887,9323,41.69
01/04/2022 15:00:00,17633,34173,51.60,4009,9323,43.00
01/04/2022 16:00:00,17044,34173,49.87,4376,9323,46.93
01/04/2022 17:00:00,15521,34173,45.42,4512,9323,48.40
01/04/2022 18:00:00,13985,34173,40.92,934,9323,10.02
01/04/2022 19:00:00,14751,34173,43.16,0,9323,0.00
01/04/2022 20:00:00,17123,34173,50.11,0,9323,0.00
01/04/2022 21:00:00,17881,34173,52.33,0,9323,0.00
01/04/2022 22:00:00,17801,34173,52.09,0,9323,0.00
01/04/2022 23:00:00,17456,34173,51.08,0,9323,0.00
01/05/2022 00:00:00,16091,34173,47.09,0,9323,0.00
01/05/2022 01:00:00,15193,34173,44.46,0,9325,0.00
01/05/2022 02:00:00,14766,34173,43.21,0,9325,0.00
01/05/2022 03:00:00,14632,34173,42.82,0,9325,0.00
01/05/2022 04:00:00,16355,34173,47.86,0,9325,0.00
01/05/2022 05:00:00,17353,34173,50.78,0,9325,0.00
01/05/2022 06:00:00,17842,34173,52.21,0,9325,0.00
01/05/2022 07:00:00,18196,34173,53.25,0,9325,0.00
01/05/2022 08:00:00,18339,34173,53.67,36,9325,0.39
01/05/2022 09:00:00,16565,34173,48.47,2201,9325,23.60
01/05/2022 10:00:00,13494,34173,39.49,6099,9325,65.41
01/05/2022 11:00:00,10981,34173,32.13,6637,9325,71.17
01/05/2022 12:00:00,7615,34173,22.28,6517,9325,69.88
01/05/2022 13:00:00,4900,34173,14.34,6391,9325,68.53
01/05/2022 14:00:00,3363,34173,9.84,6467,9325,69.35
01/05/2022 15:00:00,3095,34173,9.06,6735,9325,72.23
01/05/2022 16:00:00,3279,34173,9.59,6745,9325,72.33
01/05/2022 17:00:00,4165,34173,12.19,5191,9325,55.67
01/05/2022 18:00:00,4545,34173,13.30,1030,9325,11.05
01/05/2022 19:00:00,5626,34173,16.46,0,9325,0.00
01/05/2022 20:00:00,6514,34173,19.06,0,9325,0.00
01/05/2022 21:00:00,7923,34173,23.18,0,9325,0.00
01/05/2022 22:00:00,9570,34173,28.00,0,9325,0.00
01/05/2022 23:00:00,11863,34173,34.72,0,9325,0.00
01/06/2022 00:00:00,14248,34173,41.69,0,9325,0.00
01/06/2022 01:00:00,14808,34173,43.33,0,9325,0.00
01/06/2022 02:00:00,15346,34173,44.91,0,9325,0.00
01/06/2022 03:00:00,15832,34173,46.33,0,9325,0.00
01/06/2022 04:00:00,14931,34173,43.69,0,9325,0.00
01/06/2022 05:00:00,16561,34173,48.46,0,9325,0.00
01/06/2022 06:00:00,18240,34173,53.38,0,9325,0.00
01/06/2022 07:00:00,19540,34173,57.18,0,9325,0.00
01/06/2022 08:00:00,20290,34173,59.38,35,9325,0.37
01/06/2022 09:00:00,19579,34173,57.29,1335,9325,14.31
01/06/2022 10:00:00,18201,34173,53.26,3069,9325,32.91
01/06/2022 11:00:00,17101,34173,50.04,4277,9325,45.87
01/06/2022 12:00:00,15475,34173,45.28,5599,9325,60.04
01/06/2022 13:00:00,13946,34173,40.81,6435,9325,69.01
01/06/2022 14:00:00,10886,34173,31.86,6664,9325,71.47
01/06/2022 15:00:00,8110,34173,23.73,6979,9325,74.84
01/06/2022 16:00:00,6855,34173,20.06,6890,9325,73.89
01/06/2022 17:00:00,6039,34173,17.67,5138,9325,55.10
01/06/2022 18:00:00,6074,34173,17.77,1088,9325,11.67
01/06/2022 19:00:00,7331,34173,21.45,1,9325,0.01
01/06/2022 20:00:00,8785,34173,25.71,0,9325,0.00
01/06/2022 21:00:00,9564,34173,27.99,0,9325,0.00
01/06/2022 22:00:00,10052,34173,29.41,0,9325,0.00
01/06/2022 23:00:00,9778,34173,28.61,0,9325,0.00
01/07/2022 00:00:00,9565,34173,27.99,0,9325,0.00
01/07/2022 01:00:00,9243,34374,26.89,0,9325,0.00
01/07/2022 02:00:00,9096,34374,26.46,0,9325,0.00
01/07/2022 03:00:00,8979,34374,26.12,0,9325,0.00
01/07/2022 04:00:00,8612,34374,25.05,0,9325,0.00
01/07/2022 05:00:00,8664,34374,25.21,0,9325,0.00
01/07/2022 06:00:00,8951,34374,26.04,0,9325,0.00
01/07/2022 07:00:00,8882,34374,25.84,0,9325,0.00
01/07/2022 08:00:00,8882,34374,25.84,27,9325,0.29
01/07/2022 09:00:00,7966,34374,23.18,1953,9325,20.94
01/07/2022 10:00:00,6326,34374,18.40,5678,9325,60.89
01/07/2022 11:00:00,6219,34374,18.09,6247,9325,66.99
01/07/2022 12:00:00,7030,34374,20.45,6059,9325,64.98
01/07/2022 13:00:00,8526,34374,24.80,5934,9325,63.64
01/07/2022 14:00:00,10127,34374,29.46,5849,9325,62.73
01/07/2022 15:00:00,11139,34374,32.40,5899,9325,63.26
01/07/2022 16:00:00,12127,34374,35.28,5811,9325,62.32
01/07/2022 17:00:00,13195,34374,38.39,4521,9325,48.48
01/07/2022 18:00:00,14058,34374,40.90,1037,9325,11.12
01/07/2022 19:00:00,17244,34374,50.17,1,9325,0.01
01/07/2022 20:00:00,19658,34374,57.19,0,9325,0.00
01/07/2022 21:00:00,19581,34374,56.96,0,9325,0.00
01/07/2022 22:00:00,19732,34374,57.40,0,9325,0.00
01/07/2022 23:00:00,19635,34374,57.12,0,9325,0.00
01/08/2022 00:00:00,19542,34374,56.85,0,9325,0.00
01/08/2022 01:00:00,19383,34374,56.39,0,9325,0.00
01/08/2022 02:00:00,19206,34374,55.87,0,9325,0.00
01/08/2022 03:00:00,19157,34374,55.73,0,9325,0.00
01/08/2022 04:00:00,19114,34374,55.61,0,9325,0.00
01/08/2022 05:00:00,19098,34374,55.56,0,9325,0.00
01/08/2022 06:00:00,18781,34374,54.64,0,9325,0.00
01/08/2022 07:00:00,18017,34374,52.42,0,9325,0.00
01/08/2022 08:00:00,17633,34374,51.30,5,9325,0.06
01/08/2022 09:00:00,17577,34374,51.14,1251,9325,13.42
01/08/2022 10:00:00,15719,34374,45.73,3118,9325,33.43
01/08/2022 11:00:00,14747,34374,42.90,4301,9325,46.12
01/08/2022 12:00:00,14328,34374,41.68,4770,9325,51.15
01/08/2022 13:00:00,14342,34374,41.72,4815,9325,51.64
01/08/2022 14:00:00,14290,34374,41.57,4600,9325,49.33
01/08/2022 15:00:00,13811,34374,40.18,4992,9325,53.53
01/08/2022 16:00:00,13545,34374,39.40,5260,9325,56.41
01/08/2022 17:00:00,13836,34374,40.25,4329,9325,46.42
01/08/2022 18:00:00,12530,34374,36.45,1190,9325,12.76
01/08/2022 19:00:00,12249,34374,35.64,197,9325,2.11
01/08/2022 20:00:00,13734,34374,39.95,57,9325,0.61
01/08/2022 21:00:00,15777,34374,45.90,0,9325,0.00
01/08/2022 22:00:00,17282,34374,50.28,0,9325,0.00
01/08/2022 23:00:00,18396,34374,53.52,0,9325,0.00
01/09/2022 00:00:00,17722,34374,51.56,0,9325,0.00
01/09/2022 01:00:00,16980,34374,49.40,0,9325,0.00
01/09/2022 02:00:00,17196,34374,50.03,0,9325,0.00
01/09/2022 03:00:00,18144,34374,52.78,0,9325,0.00
01/09/2022 04:00:00,19087,34374,55.53,0,9325,0.00
01/09/2022 05:00:00,19473,34374,56.65,0,9325,0.00
01/09/2022 06:00:00,20230,34374,58.85,0,9325,0.00
01/09/2022 07:00:00,20461,34374,59.52,0,9325,0.00
01/09/2022 08:00:00,20534,34374,59.74,13,9325,0.13
01/09/2022 09:00:00,20179,34374,58.70,469,9325,5.03
01/09/2022 10:00:00,19311,34374,56.18,1097,9325,11.77
01/09/2022 11:00:00,19305,34374,56.16,1496,9325,16.04
01/09/2022 12:00:00,19016,34374,55.32,2269,9325,24.34
01/09/2022 13:00:00,17659,34374,51.37,3342,9325,35.84
01/09/2022 14:00:00,17436,34374,50.72,3989,9325,42.78
01/09/2022 15:00:00,16864,34374,49.06,4044,9325,43.37
01/09/2022 16:00:00,17178,34374,49.97,3416,9325,36.63
01/09/2022 17:00:00,16977,34374,49.39,2184,9325,23.42
01/09/2022 18:00:00,16174,34374,47.05,394,9325,4.23
01/09/2022 19:00:00,15599,34374,45.38,0,9325,0.00
01/09/2022 20:00:00,16487,34374,47.96,0,9325,0.00
01/09/2022 21:00:00,16555,34374,48.16,0,9325,0.00
01/09/2022 22:00:00,17296,34374,50.32,0,9325,0.00
01/09/2022 23:00:00,16243,34374,47.25,0,9325,0.00
01/10/2022 00:00:00,15351,34374,44.66,0,9325,0.00
01/10/2022 01:00:00,14762,34374,42.95,0,9325,0.00
01/10/2022 02:00:00,14378,34374,41.83,0,9325,0.00
01/10/2022 03:00:00,14042,34374,40.85,0,9325,0.00
01/10/2022 04:00:00,13755,34374,40.02,0,9325,0.00
01/10/2022 05:00:00,11788,34374,34.29,0,9325,0.00
01/10/2022 06:00:00,11333,34374,32.97,0,9325,0.00
01/10/2022 07:00:00,11092,34374,32.27,0,9325,0.00
01/10/2022 08:00:00,9453,34374,27.50,32,9325,0.34
01/10/2022 09:00:00,7907,34374,23.00,1061,9325,11.37
01/10/2022 10:00:00,6391,34374,18.59,3011,9325,32.29
01/10/2022 11:00:00,5434,34374,15.81,3733,9325,40.03
01/10/2022 12:00:00,4815,34374,14.01,4582,9325,49.14
01/10/2022 13:00:00,4087,34374,11.89,4636,9325,49.71
01/10/2022 14:00:00,3902,34374,11.35,4683,9325,50.23
01/10/2022 15:00:00,3881,34374,11.29,4835,9325,51.85
01/10/2022 16:00:00,3663,34374,10.66,3866,9325,41.45
01/10/2022 17:00:00,3133,34374,9.12,2650,9325,28.41
01/10/2022 18:00:00,2772,34374,8.06,402,9325,4.31
01/10/2022 19:00:00,3288,34374,9.56,0,9325,0.00
01/10/2022 20:00:00,4592,34374,13.36,0,9325,0.00
01/10/2022 21:00:00,5272,34374,15.34,0,9325,0.00
01/10/2022 22:00:00,5895,34374,17.15,0,9325,0.00
01/10/2022 23:00:00,6269,34374,18.24,0,9325,0.00
01/11/2022 00:00:00,6917,34374,20.12,0,9325,0.00
01/11/2022 01:00:00,7504,34653,21.65,0,9325,0.00
01/11/2022 02:00:00,9077,34653,26.19,0,9325,0.00
01/11/2022 03:00:00,9916,34653,28.61,0,9325,0.00
01/11/2022 04:00:00,10437,34653,30.12,0,9325,0.00
01/11/2022 05:00:00,10034,34653,28.96,0,9325,0.00
01/11/2022 06:00:00,9855,34653,28.44,0,9325,0.00
01/11/2022 07:00:00,10226,34653,29.51,0,9325,0.00
01/11/2022 08:00:00,10714,34653,30.92,43,9325,0.46
01/11/2022 09:00:00,10034,34653,28.96,980,9325,10.51
01/11/2022 10:00:00,8532,34653,24.62,3044,9325,32.64
01/11/2022 11:00:00,8688,34653,25.07,3869,9325,41.49
01/11/2022 12:00:00,10233,34653,29.53,4813,9325,51.62
01/11/2022 13:00:00,10274,34653,29.65,4971,9325,53.31
01/11/2022 14:00:00,10908,34653,31.48,4952,9325,53.10
01/11/2022 15:00:00,11423,34653,32.96,5368,9325,57.56
01/11/2022 16:00:00,10578,34653,30.52,5105,9325,54.75
01/11/2022 17:00:00,8841,34653,25.51,3166,9325,33.95
01/11/2022 18:00:00,7280,34653,21.01,667,9325,7.15
01/11/2022 19:00:00,8870,34653,25.60,2,9325,0.03
01/11/2022 20:00:00,11671,34653,33.68,0,9325,0.00
01/11/2022 21:00:00,13782,34653,39.77,0,9325,0.00
01/11/2022 22:00:00,14257,34653,41.14,0,9325,0.00
01/11/2022 23:00:00,14166,34653,40.88,0,9325,0.00
01/12/2022 00:00:00,14189,34653,40.95,0,9325,0.00
01/12/2022 01:00:00,13787,34653,39.78,0,9325,0.00
01/12/2022 02:00:00,12966,34653,37.42,0,9325,0.00
01/12/2022 03:00:00,12343,34653,35.62,0,9325,0.00
01/12/2022 04:00:00,11457,34653,33.06,0,9325,0.00
01/12/2022 05:00:00,10226,34653,29.51,0,9325,0.00
01/12/2022 06:00:00,8858,34653,25.56,0,9325,0.00
01/12/2022 07:00:00,8092,34653,23.35,0,9325,0.00
01/12/2022 08:00:00,6882,34653,19.86,13,9325,0.14
01/12/2022 09:00:00,5986,34653,17.27,1905,9325,20.42
01/12/2022 10:00:00,3792,34653,10.94,5700,9325,61.13
01/12/2022 11:00:00,2480,34653,7.16,6257,9325,67.10
01/12/2022 12:00:00,1983,34653,5.72,6260,9325,67.13
01/12/2022 13:00:00,2004,34653,5.78,6108,9325,65.50
01/12/2022 14:00:00,2335,34653,6.74,6293,9325,67.48
01/12/2022 15:00:00,1844,34653,5.32,6486,9325,69.55
01/12/2022 16:00:00,1171,34653,3.38,6765,9325,72.55
01/12/2022 17:00:00,791,34653,2.28,5490,9325,58.88
01/12/2022 18:00:00,868,34653,2.50,1359,9325,14.57
01/12/2022 19:00:00,862,34653,2.49,0,9325,0.00
01/12/2022 20:00:00,1055,34653,3.05,0,9325,0.00
01/12/2022 21:00:00,1217,34653,3.51,0,9325,0.00
01/12/2022 22:00:00,1217,34653,3.51,0,9325,0.00
01/12/2022 23:00:00,1301,34653,3.75,0,9325,0.00
01/13/2022 00:00:00,1815,34653,5.24,0,9325,0.00
01/13/2022 01:00:00,2369,34653,6.84,0,9433,0.00
01/13/2022 02:00:00,2951,34653,8.52,0,9433,0.00
01/13/2022 03:00:00,2948,34653,8.51,0,9433,0.00
01/13/2022 04:00:00,3049,34653,8.80,0,9433,0.00
01/13/2022 05:00:00,3456,34653,9.97,0,9433,0.00
01/13/2022 06:00:00,4570,34653,13.19,0,9433,0.00
01/13/2022 07:00:00,5237,34653,15.11,0,9433,0.00
01/13/2022 08:00:00,5275,34653,15.22,58,9433,0.61
01/13/2022 09:00:00,4808,34653,13.87,2592,9433,27.48
01/13/2022 10:00:00,2642,34653,7.62,6598,9433,69.95
01/13/2022 11:00:00,703,34653,2.03,7001,9433,74.22
01/13/2022 12:00:00,401,34653,1.16,6715,9433,71.19
01/13/2022 13:00:00,366,34653,1.06,6474,9433,68.63
01/13/2022 14:00:00,315,34653,0.91,6534,9433,69.26
01/13/2022 15:00:00,458,34653,1.32,6739,9433,71.44
01/13/2022 16:00:00,389,34653,1.12,6881,9433,72.94
01/13/2022 17:00:00,309,34653,0.89,5682,9433,60.24
01/13/2022 18:00:00,439,34653,1.27,1445,9433,15.31
01/13/2022 19:00:00,791,34653,2.28,3,9433,0.04
01/13/2022 20:00:00,1267,34653,3.65,0,9433,0.00
01/13/2022 21:00:00,2229,34653,6.43,0,9433,0.00
01/13/2022 22:00:00,3950,34653,11.40,0,9433,0.00
01/13/2022 23:00:00,6256,34653,18.05,0,9433,0.00
01/14/2022 00:00:00,8108,34653,23.40,0,9433,0.00
01/14/2022 01:00:00,10212,34653,29.47,0,9433,0.00
01/14/2022 02:00:00,12686,34653,36.61,0,9433,0.00
01/14/2022 03:00:00,13737,34653,39.64,0,9433,0.00
01/14/2022 04:00:00,13831,34653,39.91,0,9433,0.00
01/14/2022 05:00:00,14838,34653,42.82,0,9433,0.00
01/14/2022 06:00:00,16267,34653,46.94,0,9433,0.00
01/14/2022 07:00:00,17084,34653,49.30,0,9433,0.00
01/14/2022 08:00:00,18318,34653,52.86,48,9433,0.51
01/14/2022 09:00:00,18292,34653,52.79,2009,9433,21.29
01/14/2022 10:00:00,15367,34653,44.34,4805,9433,50.93
01/14/2022 11:00:00,13892,34653,40.09,5810,9433,61.60
01/14/2022 12:00:00,15217,34653,43.91,5489,9433,58.19
01/14/2022 13:00:00,17630,34653,50.88,3940,9433,41.77
01/14/2022 14:00:00,17791,34653,51.34,4281,9433,45.39
01/14/2022 15:00:00,16810,34653,48.51,5213,9433,55.26
01/14/2022 16:00:00,16032,34653,46.27,5019,9433,53.21
01/14/2022 17:00:00,16513,34653,47.65,3850,9433,40.81
01/14/2022 18:00:00,17342,34653,50.04,915,9433,9.70
01/14/2022 19:00:00,20279,34653,58.52,2,9433,0.03
01/14/2022 20:00:00,22648,34653,65.36,0,9433,0.00
01/14/2022 21:00:00,23165,34653,66.85,0,9433,0.00
01/14/2022 22:00:00,23041,34653,66.49,0,9433,0.00
01/14/2022 23:00:00,23079,34653,66.60,0,9433,0.00
01/15/2022 00:00:00,22682,34653,65.46,0,9433,0.00
01/15/2022 01:00:00,21877,34653,63.13,0,9433,0.00
01/15/2022 02:00:00,22034,34653,63.59,0,9433,0.00
01/15/2022 03:00:00,22302,34653,64.36,0,9433,0.00
01/15/2022 04:00:00,22275,34653,64.28,0,9433,0.00
01/15/2022 05:00:00,23195,34653,66.93,0,9433,0.00
01/15/2022 06:00:00,23589,34653,68.07,0,9433,0.00
01/15/2022 07:00:00,23957,34653,69.13,0,9433,0.00
01/15/2022 08:00:00,24140,34653,69.66,14,9433,0.14
01/15/2022 09:00:00,23784,34653,68.63,827,9433,8.77
01/15/2022 10:00:00,22943,34653,66.21,2126,9433,22.54
01/15/2022 11:00:00,22911,34653,66.12,2482,9433,26.32
01/15/2022 12:00:00,22999,34653,66.37,2698,9433,28.60
01/15/2022 13:00:00,23148,34653,66.80,2713,9433,28.76
01/15/2022 14:00:00,23062,34653,66.55,2806,9433,29.75
01/15/2022 15:00:00,22988,34653,66.34,2684,9433,28.46
01/15/2022 16:00:00,22784,34653,65.75,2415,9433,25.60
01/15/2022 17:00:00,22742,34653,65.63,2167,9433,22.98
01/15/2022 18:00:00,22847,34653,65.93,731,9433,7.75
01/15/2022 19:00:00,20643,34653,59.57,2,9433,0.02
01/15/2022 20:00:00,18249,34653,52.66,0,9433,0.00
01/15/2022 21:00:00,17189,34653,49.60,0,9433,0.00
01/15/2022 22:00:00,15495,34653,44.71,0,9433,0.00
01/15/2022 23:00:00,13635,34653,39.35,0,9433,0.00
01/16/2022 00:00:00,11909,34653,34.37,0,9433,0.00
01/16/2022 01:00:00,10682,34653,30.83,0,9433,0.00
01/16/2022 02:00:00,9895,34653,28.56,0,9433,0.00
01/16/2022 03:00:00,9334,34653,26.94,0,9433,0.00
01/16/2022 04:00:00,9427,34653,27.20,0,9433,0.00
01/16/2022 05:00:00,9631,34653,27.79,0,9433,0.00
01/16/2022 06:00:00,9884,34653,28.52,0,9433,0.00
01/16/2022 07:00:00,9331,34653,26.93,0,9433,0.00
01/16/2022 08:00:00,10010,34653,28.89,61,9433,0.64
01/16/2022 09:00:00,10046,34653,28.99,2654,9433,28.13
01/16/2022 10:00:00,7950,34653,22.94,6843,9433,72.55
01/16/2022 11:00:00,5442,34653,15.71,7290,9433,77.29
01/16/2022 12:00:00,4269,34653,12.32,7018,9433,74.40
01/16/2022 13:00:00,4221,34653,12.18,6782,9433,71.90
01/16/2022 14:00:00,4970,34653,14.34,6782,9433,71.90
01/16/2022 15:00:00,4794,34653,13.83,7049,9433,74.72
01/16/2022 16:00:00,3894,34653,11.24,7180,9433,76.12
01/16/2022 17:00:00,3052,34653,8.81,5952,9433,63.10
01/16/2022 18:00:00,1866,34653,5.38,1541,9433,16.34
01/16/2022 19:00:00,1956,34653,5.65,2,9433,0.02
01/16/2022 20:00:00,2661,34653,7.68,0,9433,0.00
01/16/2022 21:00:00,3331,34653,9.61,0,9433,0.00
01/16/2022 22:00:00,4213,34653,12.16,0,9433,0.00
01/16/2022 23:00:00,5253,34653,15.16,0,9433,0.00
01/17/2022 00:00:00,5883,34653,16.98,0,9433,0.00
01/17/2022 01:00:00,5365,34653,15.48,0,9654,0.00
01/17/2022 02:00:00,5529,34653,15.95,0,9654,0.00
01/17/2022 03:00:00,5564,34653,16.06,0,9654,0.00
01/17/2022 04:00:00,5817,34653,16.79,0,9654,0.00
01/17/2022 05:00:00,5685,34653,16.40,0,9654,0.00
01/17/2022 06:00:00,5380,34653,15.53,0,9654,0.00
01/17/2022 07:00:00,5075,34653,14.64,0,9654,0.00
01/17/2022 08:00:00,5005,34653,14.44,71,9654,0.73
01/17/2022 09:00:00,5295,34653,15.28,2633,9654,27.27
01/17/2022 10:00:00,4010,34653,11.57,6569,9654,68.04
01/17/2022 11:00:00,4655,34653,13.43,6983,9654,72.33
01/17/2022 12:00:00,6011,34653,17.35,6704,9654,69.44
01/17/2022 13:00:00,6525,34653,18.83,6469,9654,67.01
01/17/2022 14:00:00,7962,34653,22.98,6388,9654,66.17
01/17/2022 15:00:00,9661,34653,27.88,6405,9654,66.34
01/17/2022 16:00:00,11473,34653,33.11,5549,9654,57.48
01/17/2022 17:00:00,12738,34653,36.76,3907,9654,40.47
01/17/2022 18:00:00,13090,34653,37.78,1306,9654,13.53
01/17/2022 19:00:00,16368,34653,47.24,12,9654,0.12
01/17/2022 20:00:00,18710,34653,53.99,0,9654,0.00
01/17/2022 21:00:00,19313,34653,55.73,0,9654,0.00
01/17/2022 22:00:00,19902,34653,57.43,0,9654,0.00
01/17/2022 23:00:00,20046,34653,57.85,0,9654,0.00
01/18/2022 00:00:00,20193,34653,58.27,0,9654,0.00
01/18/2022 01:00:00,20255,34767,58.26,0,9654,0.00
01/18/2022 02:00:00,20199,34767,58.10,0,9654,0.00
01/18/2022 03:00:00,20267,34767,58.29,0,9654,0.00
01/18/2022 04:00:00,20244,34767,58.23,0,9654,0.00
01/18/2022 05:00:00,20397,34767,58.67,0,9654,0.00
01/18/2022 06:00:00,20956,34767,60.28,0,9654,0.00
01/18/2022 07:00:00,22261,34767,64.03,0,9654,0.00
01/18/2022 08:00:00,22330,34767,64.23,38,9654,0.40
01/18/2022 09:00:00,20534,34767,59.06,1964,9654,20.35
01/18/2022 10:00:00,16858,34767,48.49,4678,9654,48.45
01/18/2022 11:00:00,17563,34767,50.52,5609,9654,58.10
01/18/2022 12:00:00,18844,34767,54.20,5079,9654,52.61
01/18/2022 13:00:00,20016,34767,57.57,3634,9654,37.64
01/18/2022 14:00:00,19911,34767,57.27,3414,9654,35.37
01/18/2022 15:00:00,19846,34767,57.08,3379,9654,35.00
01/18/2022 16:00:00,19679,34767,56.60,3491,9654,36.16
01/18/2022 17:00:00,19262,34767,55.40,3166,9654,32.79
01/18/2022 18:00:00,17401,34767,50.05,965,9654,10.00
01/18/2022 19:00:00,15181,34767,43.66,6,9654,0.06
01/18/2022 20:00:00,16112,34767,46.34,0,9654,0.00
01/18/2022 21:00:00,17868,34767,51.39,0,9654,0.00
